card_id,card_name,card_type,description,effects_on_play,cost,phase_restriction,loan_amount,loan_rate,investment_amount,work_cost
E004,Extended Wait Time,E,Increase your current filing time by 4 ticks.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E006,Regulatory Slowdown,E,Your current filing takes 2 ticks more time.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E010,Batch Processing,E,Reduce your current filing time by 2 ticks.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E012,Paperwork Snag,E,Discard 1 Expeditor Card or the current filing takes 1 tick more time.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E013,Redundant Requests,E,All players' current filing takes 2 ticks more time.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E014,Express Delivery,E,Reduce the current filing time by 2 ticks but skip your next turn.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E015,Canceled Appointment,E,Increase the current filing time by 1 tick and draw 1 Expeditor Card.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E017,Double Check,E,Pay a junior expeditor ($1000) to reduce the chance of a random filing error by 50% this turn.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E018,Inside Connection,E,Reduce the current filing time by 2 ticks.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E019,Complex Filing,E,Increase the current filing time by 4 ticks but pay two subject matter experts ($4000).,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E021,Delayed Expeditor,E,Increase your current filing time by 4 ticks.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E022,Expeditor Lunch Meeting,E,Reduce your current filing time by 1 tick and the next player's current filing time by 1 tick.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
E025,Red Tape Reduction,E,Your current filing takes 1 tick less time.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E027,Early Submission,E,Reduce the current filing time by 1 tick. Draw 1 Expeditor Card.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E031,Review Request,E,All players must increase their current filing time by 1 tick.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E034,Approved Template,E,Reduce your current filing time by 2 ticks. All other players may reduce their current filing time by 1 tick.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E035,Electronic Submission,E,Reduce the current filing time by 1 tick. Draw 1 Expeditor Card.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E039,Policy Change,E,Increase all players' current filing times by 1 tick.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E042,Courier Delay,E,Increase the current filing time by 2 ticks. Draw 1 Expeditor Card.,Apply Equipment,0,REGULATORY_REVIEW,,,,
,false,,,,,,,,,
E043,Rejected Filing,E,Increase the current filing time by 4 ticks. Discard 1 Expeditor Card.,Apply Equipment,0,REGULATORY_REVIEW,,,,Immediate
,false,,,,,,,,,
