card_id,card_name,card_type,description,effects_on_play,cost,phase_restriction,duration,duration_count,turn_effect,activation_timing,loan_amount,loan_rate,investment_amount,work_cost,money_effect,tick_modifier,draw_cards,discard_cards,target,scope,work_type_restriction
W158,Upgrade of mechanical systems in high-security government facility,W,Upgrade of mechanical systems in high-security government facility,Apply Work,1500000,Any,Permanent,0,,Immediate,0,0,0,1500000,,0,,,Self,Single,Mechanical Systems
W159,New HVAC system for indoor vertical farming facility,W,New HVAC system for indoor vertical farming facility,Apply Work,900000,Any,Permanent,0,,Immediate,0,0,0,900000,,0,,,Self,Single,Mechanical Systems
W160,Installation of deluge sprinkler system in aircraft maintenance hangar,W,Installation of deluge sprinkler system in aircraft maintenance hangar,Apply Work,550000,Any,Permanent,0,,Immediate,0,0,0,550000,,0,,,Self,Single,Sprinklers
W161,New sprinkler system for high-ceiling atrium in shopping mall,W,New sprinkler system for high-ceiling atrium in shopping mall,Apply Work,320000,Any,Permanent,0,,Immediate,0,0,0,320000,,0,,,Self,Single,Sprinklers
W162,Upgrade of sprinkler system in historic library with rare book collection,W,Upgrade of sprinkler system in historic library with rare book collection,Apply Work,280000,Any,Permanent,0,,Immediate,0,0,0,280000,,0,,,Self,Single,Sprinklers
W163,Installation of dry pipe sprinkler system in cold storage warehouse,W,Installation of dry pipe sprinkler system in cold storage warehouse,Apply Work,420000,Any,Permanent,0,,Immediate,0,0,0,420000,,0,,,Self,Single,Sprinklers
W164,New sprinkler system for multi-story car park,W,New sprinkler system for multi-story car park,Apply Work,380000,Any,Permanent,0,,Immediate,0,0,0,380000,,0,,,Self,Single,Sprinklers
W165,Structural reinforcement of dam for increased water capacity,W,Structural reinforcement of dam for increased water capacity,Apply Work,2800000,Any,Permanent,0,,Immediate,0,0,0,2800000,,0,,,Self,Single,Structural
W166,Installation of base isolation system for earthquake protection in hospital,W,Installation of base isolation system for earthquake protection in hospital,Apply Work,3500000,Any,Permanent,0,,Immediate,0,0,0,3500000,,0,,,Self,Single,Structural
W167,Structural modifications to support green roof on existing building,W,Structural modifications to support green roof on existing building,Apply Work,750000,Any,Permanent,0,,Immediate,0,0,0,750000,,0,,,Self,Single,Structural
W168,Installation of digital display construction fence for public information,W,Installation of digital display construction fence for public information,Apply Work,110000,Any,Permanent,0,,Immediate,0,0,0,110000,,0,,,Self,Single,Construction Fence
W169,Blast-resistant temporary fencing for demolition project,W,Blast-resistant temporary fencing for demolition project,Apply Work,95000,Any,Permanent,0,,Immediate,0,0,0,95000,,0,,,Self,Single,Construction Fence
W170,Sidewalk shed with integrated public seating and planters,W,Sidewalk shed with integrated public seating and planters,Apply Work,130000,Any,Permanent,0,,Immediate,0,0,0,130000,,0,,,Self,Single,Sidewalk Shed
W171,Temporary work platforms for clock tower restoration,W,Temporary work platforms for clock tower restoration,Apply Work,140000,Any,Permanent,0,,Immediate,0,0,0,140000,,0,,,Self,Single,Supported Scaffold
W172,Installation of emergency communication antenna system for first responders,W,Installation of emergency communication antenna system for first responders,Apply Work,280000,Any,Permanent,0,,Immediate,0,0,0,280000,,0,,,Self,Single,Antenna
W173,Installation of dual-fuel boiler system for increased resilience,W,Installation of dual-fuel boiler system for increased resilience,Apply Work,520000,Any,Permanent,0,,Immediate,0,0,0,520000,,0,,,Self,Single,Boiler Equipment
W174,Creation of kinetic facade signage for entertainment district,W,Creation of kinetic facade signage for entertainment district,Apply Work,420000,Any,Permanent,0,,Immediate,0,0,0,420000,,0,,,Self,Single,Sign
W175,Installation of solar canopy over parking lot with EV charging stations,W,Installation of solar canopy over parking lot with EV charging stations,Apply Work,680000,Any,Permanent,0,,Immediate,0,0,0,680000,,0,,,Self,Single,Solar
W176,Upgrade of standpipe system in high-rise to support higher pressure requirements,W,Upgrade of standpipe system in high-rise to support higher pressure requirements,Apply Work,350000,Any,Permanent,0,,Immediate,0,0,0,350000,,0,,,Self,Single,Standpipe
TEST001,Finance Combo Master,B,Master loan that gets better with investor backing,Apply Loan,0,Any,Permanent,0,,,0,500000,5,0,25000,0,,,Self,Single,
TEST002,Strategic Investment Fund,I,Investment that chains into more opportunities,Apply Investment,0,Any,Permanent,0,,,0,1000000,0,0,50000,0,,,Self,Single,
TEST003,Master Project Coordination,W,Work project that benefits from team diversity,Apply Work,0,Any,Permanent,0,,,0,0,0,0,,15,,,Self,Single,Complex
TEST004,Efficiency Accelerator,E,Expeditor that amplifies all other cards this turn,Apply Efficiency,0,Any,Turns,2,,Player Controlled,0,0,0,0,,25,,,All Players-Self,Multiple,
TEST005,Work-Life Synergist,L,Life card that creates powerful combinations,Apply Life Balance,0,Any,Permanent,0,,,0,0,0,0,,3,,,Choose Player,Single,
TEST006,Cascade Funding,B,Bank card that triggers investment opportunities,Apply Loan,0,Any,Permanent,0,,,0,800000,4,0,75000,0,,,Self,Single,
E008,Overtime,E,Pay a junior expeditor ($1000) to reduce the current filing time by 2 ticks.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,Immediate,-1000,-2,,,Self,Single,
E020,Expeditor Training,E,Reduce the current filing time by 1 tick for each Expeditor Card played this turn.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,Immediate,,-1,,,Self,Single,
E024,Return to Sender,E,Return target Expeditor Card to its owner's hand.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E029,Weekend Work,E,Reduce the current filing time by 3 ticks but skip your next turn.,Apply Card,0,Any,Immediate,0,Skip next turn,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E030,Time Crunch,E,Skip your next turn. Then reduce your current filing time by 5 ticks.,Apply Card,0,Any,Immediate,0,Skip next turn,Player Controlled,0,0,0,Immediate,,-5,,,Self,Single,
E032,Team Effort,E,You and target player each reduce your current filing times by 2 ticks then discard 1 Expeditor Card.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,0,,-2,,1 E,Self,Single,
E037,Expeditor Mentor,E,Reduce the current filing time by 1 tick for each Expeditor Card played this turn.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,Immediate,,-1,,,Self,Single,
E038,Surge Pricing,E,Pay three junior expeditors ($3000) to reduce the current filing time by 3 ticks.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,Immediate,-3000,-3,,,Self,Single,
E041,Process Improvement,E,Reduce your current filing time by 6 ticks.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,Immediate,,-6,,,Self,Single,
E046,Expeditor's Assistant,E,Reduce the current filing time by 1 tick. Draw 1 Expeditor Card.,Apply Card,0,Any,Immediate,0,,Player Controlled,0,0,0,0,,-1,1,,Self,Single,
E047,Final Push,E,Reduce the time for the final inspection by 3 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E048,Streamlined Closeout,E,Reduce the time for project closeout paperwork by 2 ticks and draw 1 Expeditor Card.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,0,,-2,1,,Self,Single,
E049,Safety Inspection Prep,E,Reduce time for next safety inspection by 2 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,-2,,,Self,Single,
E050,Equipment Rush Order,E,Pay $2000 to reduce construction time by 4 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,-2000,-4,,,Self,Single,
E051,Permit Extension,E,Extend current construction permit by 10 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,10,,,Self,Single,
E052,Site Logistics Optimization,E,Reduce construction time by 3 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E053,Overtime Approval,E,Pay $3000 to reduce construction time by 6 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,-3000,-6,,,Self,Single,
E054,Inspection Scheduling,E,Advance your place in the inspection queue by 5 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,-5,,,Self,Single,
E055,Change Order Expedite,E,Reduce time for processing a change order by 3 ticks.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E056,Weather Mitigation Plan,E,Prevent a 2-tick delay due to adverse weather conditions.,Apply Card,0,CONSTRUCTION,Immediate,0,,Player Controlled,0,0,0,Immediate,,2,,,Self,Single,
E028,Fact Checking,E,Skip this turn. Reduce the current filing time by 4 ticks.,Apply Card,0,DESIGN,Immediate,0,Skip this turn,Player Controlled,0,0,0,Immediate,,-4,,,Self,Single,
E045,Permit Pre-Approval,E,Choose a permit type. The current permit filing of that type takes 4 ticks less time.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,0,,-4,,,Choose Opponent,Single,
E057,Zoning Variance Fast Track,E,Reduce time for zoning variance approval by 4 ticks.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E058,Design Team Coordination,E,Reduce design phase time by 3 ticks.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E059,Code Compliance Review,E,Prevent a potential 3-tick delay from code violations.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,,3,,,Self,Single,
E060,Sustainable Design Incentive,E,Reduce design time by 2 ticks for incorporating green features.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,,-2,,,Self,Single,
E061,Historic Preservation Consult,E,Reduce design review time by 3 ticks for projects in historic districts.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E062,BIM Integration,E,Reduce overall design time by 4 ticks.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,,-4,,,Self,Single,
E063,Value Engineering Session,E,Reduce design costs by $2000 and design time by 2 ticks.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,2000,-2,,,Self,Single,
E064,Peer Review Acceleration,E,Reduce peer review process time by 3 ticks.,Apply Card,0,DESIGN,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E065,Grant Application Expedite,E,Reduce time for grant application processing by 3 ticks.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E066,Investor Pitch Preparation,E,Gain 1 extra die throw this turn if you do not like the outcome of first throw.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E067,Tax Incentive Research,E,Reduce project costs by 10% through identified tax incentives.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,Immediate,0,,0,,,Self,Single,
E068,Loan Approval Acceleration,E,Reduce loan approval time by 4 ticks.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,,-4,,,Self,Single,
E069,Crowdfunding Campaign Boost,E,Gain an extra $10000 in funding this turn.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,10000,0,,,Self,Single,
E070,Escrow Resolution,E,Release $5000 from escrow immediately.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,5000,0,,,Self,Single,
E071,Capital Stack Optimization,E,Reduce interest payments by $2000.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,2000,0,,,Self,Single,
E072,Brownfield Remediation Fund,E,Secure an additional $4000 for site cleanup.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,4000,0,,,Self,Single,
E073,Historic Tax Credit Application,E,Reduce renovation costs by $3000 for qualifying historic buildings.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,3000,0,,,Self,Single,
E074,Public-Private Partnership,E,Secure $5000 in public funds for the project.,Apply Card,0,FUNDING,Immediate,0,,Player Controlled,0,0,0,Immediate,5000,0,,,Self,Single,
E005,Rush Processing,E,Complete the current filing immediately skipping up to 5 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,-5,,,Self,Single,
E007,Expeditor's Insight,E,Draw 2 Expeditor Cards then discard 1 Expeditor Card.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,2,,Self,Single,
E009,Favor Called In,E,Choose an opponent. Their current filing takes 2 ticks more time. your current filing takes 2 ticks less time.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,2,,,Choose Opponent,Single,
E011,Permit Expedited,E,Roll a die. On 1-3 reduce processing time by 4 ticks. On 4-6 no effect.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E016,Routine Procedure,E,Roll a die. On 1-3 the last filing was the same type; reduce the current filing time by 1 tick. On 4-6 no effect.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E023,On the Radar,E,Roll a die. On 1-3 the current filing is for a high-profile client; reduce its time by 2 ticks. On 4-6 no effect.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,-2,,,Self,Single,
E026,Benefit Verification,E,Roll a die. On 1-3 reduce your current filing time by 2 ticks. On 4-6 no effect.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,-2,,,Self,Single,
E033,Audit Preparation,E,Roll a die. On 1-3 reduce your current filing time by 2 ticks. On 4-6 increase your current filing time by 2 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E036,Press Release,E,If the current client is high-profile reduce the filing time by 3 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E040,Bulk Discount,E,If 3+ permits are filed this turn,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E044,Appeal Process,E,If your filing was previously rejected,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E001,Expedited Review,E,The current review phase takes 1 tick less time.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,-1,,,Self,Single,
E002,Filing Error,E,Increase the time for the current filing by 3 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,3,,,Self,Single,
E003,Efficiency Boost,E,Reduce your current filing time by 3 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,-3,,,Self,Single,
E004,Extended Wait Time,E,Increase your current filing time by 4 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,4,,,Self,Single,
E006,Regulatory Slowdown,E,Your current filing takes 2 ticks more time.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,2,,,Self,Single,
E010,Batch Processing,E,Reduce your current filing time by 2 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,-2,,,Self,Single,
E012,Paperwork Snag,E,Discard 1 Expeditor Card or the current filing takes 1 tick more time.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,1,1,,Self,Single,
E013,Redundant Requests,E,All players' current filing takes 2 ticks more time.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,2,,,All Players,Global,
E014,Express Delivery,E,Reduce the current filing time by 2 ticks but skip your next turn.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,Skip next turn,Player Controlled,0,0,0,Immediate,,-2,,,Self,Single,
E015,Canceled Appointment,E,Increase the current filing time by 1 tick and draw 1 Expeditor Card.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,1,1,,Self,Single,
E017,Double Check,E,Pay a junior expeditor ($1000) to reduce the chance of a random filing error by 50% this turn.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,-1000,0,,,Self,Single,
E018,Inside Connection,E,Reduce the current filing time by 2 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,-2,,,Self,Single,
E019,Complex Filing,E,Increase the current filing time by 4 ticks but pay two subject matter experts ($4000).,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,-4000,4,,,Self,Single,
E021,Delayed Expeditor,E,Increase your current filing time by 4 ticks.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,4,,,Self,Single,
E022,Expeditor Lunch Meeting,E,Reduce your current filing time by 1 tick and the next player's current filing time by 1 tick.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,-1,,,Self,Single,
E025,Red Tape Reduction,E,Your current filing takes 1 tick less time.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,-1,,,Self,Single,
E027,Early Submission,E,Reduce the current filing time by 1 tick. Draw 1 Expeditor Card.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,1,,Self,Single,
E031,Review Request,E,All players must increase their current filing time by 1 tick.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,1,,,All Players,Global,
E034,Approved Template,E,Reduce your current filing time by 2 ticks. All other players may reduce their current filing time by 1 tick.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,-2,,,Self,Single,
E035,Electronic Submission,E,Reduce the current filing time by 1 tick. Draw 1 Expeditor Card.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,1,,Self,Single,
E039,Policy Change,E,Increase all players' current filing times by 1 tick.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,0,,,Self,Single,
E042,Courier Delay,E,Increase the current filing time by 2 ticks. Draw 1 Expeditor Card.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,0,,2,1,,Self,Single,
E043,Rejected Filing,E,Increase the current filing time by 4 ticks. Discard 1 Expeditor Card.,Apply Card,0,REGULATORY_REVIEW,Immediate,0,,Player Controlled,0,0,0,Immediate,,4,1,,Self,Single,
